file_path,label
/content/drive/MyDrive/data/PKG - AML-Cytomorphology_LMU/NGS/NGS_5541.tiff,Neutrophil (segmented)
/content/drive/MyDrive/data/PKG - AML-Cytomorphology_LMU/NGS/NGS_5550.tiff,Neutrophil (segmented)
/content/drive/MyDrive/data/PKG - AML-Cytomorphology_LMU/NGS/NGS_5552.tiff,Neutrophil (segmented)
/content/drive/MyDrive/data/PKG - AML-Cytomorphology_LMU/NGS/NGS_5564.tiff,Neutrophil (segmented)
/content/drive/MyDrive/data/PKG - AML-Cytomorphology_LMU/NGS/NGS_5539.tiff,Neutrophil (segmented)
/content/drive/MyDrive/data/PKG - AML-Cytomorphology_LMU/NGS/NGS_5530.tiff,Neutrophil (segmented)
/content/drive/MyDrive/data/PKG - AML-Cytomorphology_LMU/NGS/NGS_5594.tiff,Neutrophil (segmented)
/content/drive/MyDrive/data/PKG - AML-Cytomorphology_LMU/NGS/NGS_5574.tiff,Neutrophil (segmented)
/content/drive/MyDrive/data/PKG - AML-Cytomorphology_LMU/NGS/NGS_5580.tiff,Neutrophil (segmented)
/content/drive/MyDrive/data/PKG - AML-Cytomorphology_LMU/NGS/NGS_5582.tiff,Neutrophil (segmented)
/content/drive/MyDrive/data/PKG - AML-Cytomorphology_LMU/NGS/NGS_5581.tiff,Neutrophil (segmented)
/content/drive/MyDrive/data/PKG - AML-Cytomorphology_LMU/NGS/NGS_5578.tiff,Neutrophil (segmented)
/content/drive/MyDrive/data/PKG - AML-Cytomorphology_LMU/NGS/NGS_5583.tiff,Neutrophil (segmented)
/content/drive/MyDrive/data/PKG - AML-Cytomorphology_LMU/NGS/NGS_5566.tiff,Neutrophil (segmented)
/content/drive/MyDrive/data/PKG - AML-Cytomorphology_LMU/NGS/NGS_5597.tiff,Neutrophil (segmented)
/content/drive/MyDrive/data/PKG - AML-Cytomorphology_LMU/NGS/NGS_5569.tiff,Neutrophil (segmented)
/content/drive/MyDrive/data/PKG - AML-Cytomorphology_LMU/NGS/NGS_5608.tiff,Neutrophil (segmented)
/content/drive/MyDrive/data/PKG - AML-Cytomorphology_LMU/NGS/NGS_5575.tiff,Neutrophil (segmented)
/content/drive/MyDrive/data/PKG - AML-Cytomorphology_LMU/NGS/NGS_5584.tiff,Neutrophil (segmented)
/content/drive/MyDrive/data/PKG - AML-Cytomorphology_LMU/NGS/NGS_5561.tiff,Neutrophil (segmented)
/content/drive/MyDrive/data/PKG - AML-Cytomorphology_LMU/NGS/NGS_5585.tiff,Neutrophil (segmented)
/content/drive/MyDrive/data/PKG - AML-Cytomorphology_LMU/NGS/NGS_5562.tiff,Neutrophil (segmented)
/content/drive/MyDrive/data/PKG - AML-Cytomorphology_LMU/NGS/NGS_5559.tiff,Neutrophil (segmented)
/content/drive/MyDrive/data/PKG - AML-Cytomorphology_LMU/NGS/NGS_5572.tiff,Neutrophil (segmented)
/content/drive/MyDrive/data/PKG - AML-Cytomorphology_LMU/NGS/NGS_5577.tiff,Neutrophil (segmented)
/content/drive/MyDrive/data/PKG - AML-Cytomorphology_LMU/NGS/NGS_5579.tiff,Neutrophil (segmented)
/content/drive/MyDrive/data/PKG - AML-Cytomorphology_LMU/NGS/NGS_5576.tiff,Neutrophil (segmented)
/content/drive/MyDrive/data/PKG - AML-Cytomorphology_LMU/NGS/NGS_5565.tiff,Neutrophil (segmented)
/content/drive/MyDrive/data/PKG - AML-Cytomorphology_LMU/NGS/NGS_5563.tiff,Neutrophil (segmented)
/content/drive/MyDrive/data/PKG - AML-Cytomorphology_LMU/NGS/NGS_5560.tiff,Neutrophil (segmented)
/content/drive/MyDrive/data/PKG - AML-Cytomorphology_LMU/NGS/NGS_5571.tiff,Neutrophil (segmented)
/content/drive/MyDrive/data/PKG - AML-Cytomorphology_LMU/NGS/NGS_5573.tiff,Neutrophil (segmented)
/content/drive/MyDrive/data/PKG - AML-Cytomorphology_LMU/NGS/NGS_5586.tiff,Neutrophil (segmented)
/content/drive/MyDrive/data/PKG - AML-Cytomorphology_LMU/NGS/NGS_5598.tiff,Neutrophil (segmented)
/content/drive/MyDrive/data/PKG - AML-Cytomorphology_LMU/NGS/NGS_5601.tiff,Neutrophil (segmented)
/content/drive/MyDrive/data/PKG - AML-Cytomorphology_LMU/NGS/NGS_5595.tiff,Neutrophil (segmented)
/content/drive/MyDrive/data/PKG - AML-Cytomorphology_LMU/NGS/NGS_5611.tiff,Neutrophil (segmented)
/content/drive/MyDrive/data/PKG - AML-Cytomorphology_LMU/NGS/NGS_5588.tiff,Neutrophil (segmented)
/content/drive/MyDrive/data/PKG - AML-Cytomorphology_LMU/NGS/NGS_5614.tiff,Neutrophil (segmented)
/content/drive/MyDrive/data/PKG - AML-Cytomorphology_LMU/NGS/NGS_5600.tiff,Neutrophil (segmented)
/content/drive/MyDrive/data/PKG - AML-Cytomorphology_LMU/NGS/NGS_5617.tiff,Neutrophil (segmented)
/content/drive/MyDrive/data/PKG - AML-Cytomorphology_LMU/NGS/NGS_5612.tiff,Neutrophil (segmented)
/content/drive/MyDrive/data/PKG - AML-Cytomorphology_LMU/NGS/NGS_5603.tiff,Neutrophil (segmented)
/content/drive/MyDrive/data/PKG - AML-Cytomorphology_LMU/NGS/NGS_5590.tiff,Neutrophil (segmented)
/content/drive/MyDrive/data/PKG - AML-Cytomorphology_LMU/NGS/NGS_5596.tiff,Neutrophil (segmented)
/content/drive/MyDrive/data/PKG - AML-Cytomorphology_LMU/NGS/NGS_5605.tiff,Neutrophil (segmented)
/content/drive/MyDrive/data/PKG - AML-Cytomorphology_LMU/NGS/NGS_5592.tiff,Neutrophil (segmented)
/content/drive/MyDrive/data/PKG - AML-Cytomorphology_LMU/NGS/NGS_5587.tiff,Neutrophil (segmented)
/content/drive/MyDrive/data/PKG - AML-Cytomorphology_LMU/NGS/NGS_5613.tiff,Neutrophil (segmented)
/content/drive/MyDrive/data/PKG - AML-Cytomorphology_LMU/NGS/NGS_5602.tiff,Neutrophil (segmented)
/content/drive/MyDrive/data/PKG - AML-Cytomorphology_LMU/NGS/NGS_5618.tiff,Neutrophil (segmented)
/content/drive/MyDrive/data/PKG - AML-Cytomorphology_LMU/NGS/NGS_5593.tiff,Neutrophil (segmented)
/content/drive/MyDrive/data/PKG - AML-Cytomorphology_LMU/NGS/NGS_5609.tiff,Neutrophil (segmented)
/content/drive/MyDrive/data/PKG - AML-Cytomorphology_LMU/NGS/NGS_5589.tiff,Neutrophil (segmented)
/content/drive/MyDrive/data/PKG - AML-Cytomorphology_LMU/NGS/NGS_5606.tiff,Neutrophil (segmented)
/content/drive/MyDrive/data/PKG - AML-Cytomorphology_LMU/NGS/NGS_5599.tiff,Neutrophil (segmented)
/content/drive/MyDrive/data/PKG - AML-Cytomorphology_LMU/NGS/NGS_5591.tiff,Neutrophil (segmented)
/content/drive/MyDrive/data/PKG - AML-Cytomorphology_LMU/NGS/NGS_5615.tiff,Neutrophil (segmented)
/content/drive/MyDrive/data/PKG - AML-Cytomorphology_LMU/NGS/NGS_5607.tiff,Neutrophil (segmented)
/content/drive/MyDrive/data/PKG - AML-Cytomorphology_LMU/NGS/NGS_5616.tiff,Neutrophil (segmented)
/content/drive/MyDrive/data/PKG - AML-Cytomorphology_LMU/NGS/NGS_5635.tiff,Neutrophil (segmented)
/content/drive/MyDrive/data/PKG - AML-Cytomorphology_LMU/NGS/NGS_5620.tiff,Neutrophil (segmented)
/content/drive/MyDrive/data/PKG - AML-Cytomorphology_LMU/NGS/NGS_5610.tiff,Neutrophil (segmented)
/content/drive/MyDrive/data/PKG - AML-Cytomorphology_LMU/NGS/NGS_5625.tiff,Neutrophil (segmented)
/content/drive/MyDrive/data/PKG - AML-Cytomorphology_LMU/NGS/NGS_5627.tiff,Neutrophil (segmented)
/content/drive/MyDrive/data/PKG - AML-Cytomorphology_LMU/NGS/NGS_5622.tiff,Neutrophil (segmented)
/content/drive/MyDrive/data/PKG - AML-Cytomorphology_LMU/NGS/NGS_5623.tiff,Neutrophil (segmented)
/content/drive/MyDrive/data/PKG - AML-Cytomorphology_LMU/NGS/NGS_5628.tiff,Neutrophil (segmented)
/content/drive/MyDrive/data/PKG - AML-Cytomorphology_LMU/NGS/NGS_5634.tiff,Neutrophil (segmented)
/content/drive/MyDrive/data/PKG - AML-Cytomorphology_LMU/NGS/NGS_5631.tiff,Neutrophil (segmented)
/content/drive/MyDrive/data/PKG - AML-Cytomorphology_LMU/NGS/NGS_5621.tiff,Neutrophil (segmented)
/content/drive/MyDrive/data/PKG - AML-Cytomorphology_LMU/NGS/NGS_5632.tiff,Neutrophil (segmented)
/content/drive/MyDrive/data/PKG - AML-Cytomorphology_LMU/NGS/NGS_5604.tiff,Neutrophil (segmented)
/content/drive/MyDrive/data/PKG - AML-Cytomorphology_LMU/NGS/NGS_5629.tiff,Neutrophil (segmented)
/content/drive/MyDrive/data/PKG - AML-Cytomorphology_LMU/NGS/NGS_5624.tiff,Neutrophil (segmented)
/content/drive/MyDrive/data/PKG - AML-Cytomorphology_LMU/NGS/NGS_5626.tiff,Neutrophil (segmented)
/content/drive/MyDrive/data/PKG - AML-Cytomorphology_LMU/NGS/NGS_5619.tiff,Neutrophil (segmented)
/content/drive/MyDrive/data/PKG - AML-Cytomorphology_LMU/NGS/NGS_5630.tiff,Neutrophil (segmented)
/content/drive/MyDrive/data/PKG - AML-Cytomorphology_LMU/NGS/NGS_5639.tiff,Neutrophil (segmented)
/content/drive/MyDrive/data/PKG - AML-Cytomorphology_LMU/NGS/NGS_5637.tiff,Neutrophil (segmented)
/content/drive/MyDrive/data/PKG - AML-Cytomorphology_LMU/NGS/NGS_5648.tiff,Neutrophil (segmented)
/content/drive/MyDrive/data/PKG - AML-Cytomorphology_LMU/NGS/NGS_5656.tiff,Neutrophil (segmented)
/content/drive/MyDrive/data/PKG - AML-Cytomorphology_LMU/NGS/NGS_5643.tiff,Neutrophil (segmented)
/content/drive/MyDrive/data/PKG - AML-Cytomorphology_LMU/NGS/NGS_5633.tiff,Neutrophil (segmented)
/content/drive/MyDrive/data/PKG - AML-Cytomorphology_LMU/NGS/NGS_5636.tiff,Neutrophil (segmented)
/content/drive/MyDrive/data/PKG - AML-Cytomorphology_LMU/NGS/NGS_5647.tiff,Neutrophil (segmented)
/content/drive/MyDrive/data/PKG - AML-Cytomorphology_LMU/NGS/NGS_5651.tiff,Neutrophil (segmented)
/content/drive/MyDrive/data/PKG - AML-Cytomorphology_LMU/NGS/NGS_5658.tiff,Neutrophil (segmented)
/content/drive/MyDrive/data/PKG - AML-Cytomorphology_LMU/NGS/NGS_5642.tiff,Neutrophil (segmented)
/content/drive/MyDrive/data/PKG - AML-Cytomorphology_LMU/NGS/NGS_5645.tiff,Neutrophil (segmented)
/content/drive/MyDrive/data/PKG - AML-Cytomorphology_LMU/NGS/NGS_5657.tiff,Neutrophil (segmented)
/content/drive/MyDrive/data/PKG - AML-Cytomorphology_LMU/NGS/NGS_5646.tiff,Neutrophil (segmented)
/content/drive/MyDrive/data/PKG - AML-Cytomorphology_LMU/NGS/NGS_5649.tiff,Neutrophil (segmented)
/content/drive/MyDrive/data/PKG - AML-Cytomorphology_LMU/NGS/NGS_5655.tiff,Neutrophil (segmented)
/content/drive/MyDrive/data/PKG - AML-Cytomorphology_LMU/NGS/NGS_5644.tiff,Neutrophil (segmented)
/content/drive/MyDrive/data/PKG - AML-Cytomorphology_LMU/NGS/NGS_5640.tiff,Neutrophil (segmented)
/content/drive/MyDrive/data/PKG - AML-Cytomorphology_LMU/NGS/NGS_5638.tiff,Neutrophil (segmented)
/content/drive/MyDrive/data/PKG - AML-Cytomorphology_LMU/NGS/NGS_5650.tiff,Neutrophil (segmented)
/content/drive/MyDrive/data/PKG - AML-Cytomorphology_LMU/NGS/NGS_5641.tiff,Neutrophil (segmented)
/content/drive/MyDrive/data/PKG - AML-Cytomorphology_LMU/NGS/NGS_5684.tiff,Neutrophil (segmented)
/content/drive/MyDrive/data/PKG - AML-Cytomorphology_LMU/NGS/NGS_5667.tiff,Neutrophil (segmented)
/content/drive/MyDrive/data/PKG - AML-Cytomorphology_LMU/NGS/NGS_5652.tiff,Neutrophil (segmented)
/content/drive/MyDrive/data/PKG - AML-Cytomorphology_LMU/NGS/NGS_5672.tiff,Neutrophil (segmented)
/content/drive/MyDrive/data/PKG - AML-Cytomorphology_LMU/NGS/NGS_5663.tiff,Neutrophil (segmented)
/content/drive/MyDrive/data/PKG - AML-Cytomorphology_LMU/NGS/NGS_5661.tiff,Neutrophil (segmented)
/content/drive/MyDrive/data/PKG - AML-Cytomorphology_LMU/NGS/NGS_5654.tiff,Neutrophil (segmented)
/content/drive/MyDrive/data/PKG - AML-Cytomorphology_LMU/NGS/NGS_5653.tiff,Neutrophil (segmented)
/content/drive/MyDrive/data/PKG - AML-Cytomorphology_LMU/NGS/NGS_5664.tiff,Neutrophil (segmented)
/content/drive/MyDrive/data/PKG - AML-Cytomorphology_LMU/NGS/NGS_5666.tiff,Neutrophil (segmented)
/content/drive/MyDrive/data/PKG - AML-Cytomorphology_LMU/NGS/NGS_5674.tiff,Neutrophil (segmented)
/content/drive/MyDrive/data/PKG - AML-Cytomorphology_LMU/NGS/NGS_5679.tiff,Neutrophil (segmented)
/content/drive/MyDrive/data/PKG - AML-Cytomorphology_LMU/NGS/NGS_5665.tiff,Neutrophil (segmented)
/content/drive/MyDrive/data/PKG - AML-Cytomorphology_LMU/NGS/NGS_5662.tiff,Neutrophil (segmented)
/content/drive/MyDrive/data/PKG - AML-Cytomorphology_LMU/NGS/NGS_5673.tiff,Neutrophil (segmented)
/content/drive/MyDrive/data/PKG - AML-Cytomorphology_LMU/NGS/NGS_5690.tiff,Neutrophil (segmented)
/content/drive/MyDrive/data/PKG - AML-Cytomorphology_LMU/NGS/NGS_5675.tiff,Neutrophil (segmented)
/content/drive/MyDrive/data/PKG - AML-Cytomorphology_LMU/NGS/NGS_5660.tiff,Neutrophil (segmented)
/content/drive/MyDrive/data/PKG - AML-Cytomorphology_LMU/NGS/NGS_5683.tiff,Neutrophil (segmented)
/content/drive/MyDrive/data/PKG - AML-Cytomorphology_LMU/NGS/NGS_5671.tiff,Neutrophil (segmented)
/content/drive/MyDrive/data/PKG - AML-Cytomorphology_LMU/NGS/NGS_5668.tiff,Neutrophil (segmented)
/content/drive/MyDrive/data/PKG - AML-Cytomorphology_LMU/NGS/NGS_5669.tiff,Neutrophil (segmented)
/content/drive/MyDrive/data/PKG - AML-Cytomorphology_LMU/NGS/NGS_5659.tiff,Neutrophil (segmented)
/content/drive/MyDrive/data/PKG - AML-Cytomorphology_LMU/NGS/NGS_5678.tiff,Neutrophil (segmented)
/content/drive/MyDrive/data/PKG - AML-Cytomorphology_LMU/NGS/NGS_5689.tiff,Neutrophil (segmented)
/content/drive/MyDrive/data/PKG - AML-Cytomorphology_LMU/NGS/NGS_5670.tiff,Neutrophil (segmented)
/content/drive/MyDrive/data/PKG - AML-Cytomorphology_LMU/NGS/NGS_5682.tiff,Neutrophil (segmented)
/content/drive/MyDrive/data/PKG - AML-Cytomorphology_LMU/NGS/NGS_5696.tiff,Neutrophil (segmented)
/content/drive/MyDrive/data/PKG - AML-Cytomorphology_LMU/NGS/NGS_5677.tiff,Neutrophil (segmented)
/content/drive/MyDrive/data/PKG - AML-Cytomorphology_LMU/NGS/NGS_5687.tiff,Neutrophil (segmented)
/content/drive/MyDrive/data/PKG - AML-Cytomorphology_LMU/NGS/NGS_5680.tiff,Neutrophil (segmented)
/content/drive/MyDrive/data/PKG - AML-Cytomorphology_LMU/NGS/NGS_5688.tiff,Neutrophil (segmented)
/content/drive/MyDrive/data/PKG - AML-Cytomorphology_LMU/NGS/NGS_5699.tiff,Neutrophil (segmented)
/content/drive/MyDrive/data/PKG - AML-Cytomorphology_LMU/NGS/NGS_5705.tiff,Neutrophil (segmented)
/content/drive/MyDrive/data/PKG - AML-Cytomorphology_LMU/NGS/NGS_5685.tiff,Neutrophil (segmented)
/content/drive/MyDrive/data/PKG - AML-Cytomorphology_LMU/NGS/NGS_5697.tiff,Neutrophil (segmented)
/content/drive/MyDrive/data/PKG - AML-Cytomorphology_LMU/NGS/NGS_5698.tiff,Neutrophil (segmented)
/content/drive/MyDrive/data/PKG - AML-Cytomorphology_LMU/NGS/NGS_5686.tiff,Neutrophil (segmented)
/content/drive/MyDrive/data/PKG - AML-Cytomorphology_LMU/NGS/NGS_5695.tiff,Neutrophil (segmented)
/content/drive/MyDrive/data/PKG - AML-Cytomorphology_LMU/NGS/NGS_5701.tiff,Neutrophil (segmented)
/content/drive/MyDrive/data/PKG - AML-Cytomorphology_LMU/NGS/NGS_5718.tiff,Neutrophil (segmented)
/content/drive/MyDrive/data/PKG - AML-Cytomorphology_LMU/NGS/NGS_5694.tiff,Neutrophil (segmented)
/content/drive/MyDrive/data/PKG - AML-Cytomorphology_LMU/NGS/NGS_5691.tiff,Neutrophil (segmented)
/content/drive/MyDrive/data/PKG - AML-Cytomorphology_LMU/NGS/NGS_5681.tiff,Neutrophil (segmented)
/content/drive/MyDrive/data/PKG - AML-Cytomorphology_LMU/NGS/NGS_5676.tiff,Neutrophil (segmented)
/content/drive/MyDrive/data/PKG - AML-Cytomorphology_LMU/NGS/NGS_5700.tiff,Neutrophil (segmented)
/content/drive/MyDrive/data/PKG - AML-Cytomorphology_LMU/NGS/NGS_5692.tiff,Neutrophil (segmented)
/content/drive/MyDrive/data/PKG - AML-Cytomorphology_LMU/NGS/NGS_5693.tiff,Neutrophil (segmented)
/content/drive/MyDrive/data/PKG - AML-Cytomorphology_LMU/NGS/NGS_5723.tiff,Neutrophil (segmented)
/content/drive/MyDrive/data/PKG - AML-Cytomorphology_LMU/NGS/NGS_5706.tiff,Neutrophil (segmented)
/content/drive/MyDrive/data/PKG - AML-Cytomorphology_LMU/NGS/NGS_5721.tiff,Neutrophil (segmented)
/content/drive/MyDrive/data/PKG - AML-Cytomorphology_LMU/NGS/NGS_5719.tiff,Neutrophil (segmented)
/content/drive/MyDrive/data/PKG - AML-Cytomorphology_LMU/NGS/NGS_5722.tiff,Neutrophil (segmented)
/content/drive/MyDrive/data/PKG - AML-Cytomorphology_LMU/NGS/NGS_5704.tiff,Neutrophil (segmented)
/content/drive/MyDrive/data/PKG - AML-Cytomorphology_LMU/NGS/NGS_5702.tiff,Neutrophil (segmented)
/content/drive/MyDrive/data/PKG - AML-Cytomorphology_LMU/NGS/NGS_5710.tiff,Neutrophil (segmented)
/content/drive/MyDrive/data/PKG - AML-Cytomorphology_LMU/NGS/NGS_5708.tiff,Neutrophil (segmented)
/content/drive/MyDrive/data/PKG - AML-Cytomorphology_LMU/NGS/NGS_5729.tiff,Neutrophil (segmented)
/content/drive/MyDrive/data/PKG - AML-Cytomorphology_LMU/NGS/NGS_5709.tiff,Neutrophil (segmented)
/content/drive/MyDrive/data/PKG - AML-Cytomorphology_LMU/NGS/NGS_5732.tiff,Neutrophil (segmented)
/content/drive/MyDrive/data/PKG - AML-Cytomorphology_LMU/NGS/NGS_5733.tiff,Neutrophil (segmented)
/content/drive/MyDrive/data/PKG - AML-Cytomorphology_LMU/NGS/NGS_5717.tiff,Neutrophil (segmented)
/content/drive/MyDrive/data/PKG - AML-Cytomorphology_LMU/NGS/NGS_5713.tiff,Neutrophil (segmented)
/content/drive/MyDrive/data/PKG - AML-Cytomorphology_LMU/NGS/NGS_5730.tiff,Neutrophil (segmented)
/content/drive/MyDrive/data/PKG - AML-Cytomorphology_LMU/NGS/NGS_5707.tiff,Neutrophil (segmented)
/content/drive/MyDrive/data/PKG - AML-Cytomorphology_LMU/NGS/NGS_5725.tiff,Neutrophil (segmented)
/content/drive/MyDrive/data/PKG - AML-Cytomorphology_LMU/NGS/NGS_5712.tiff,Neutrophil (segmented)
/content/drive/MyDrive/data/PKG - AML-Cytomorphology_LMU/NGS/NGS_5715.tiff,Neutrophil (segmented)
/content/drive/MyDrive/data/PKG - AML-Cytomorphology_LMU/NGS/NGS_5731.tiff,Neutrophil (segmented)
/content/drive/MyDrive/data/PKG - AML-Cytomorphology_LMU/NGS/NGS_5720.tiff,Neutrophil (segmented)
/content/drive/MyDrive/data/PKG - AML-Cytomorphology_LMU/NGS/NGS_5724.tiff,Neutrophil (segmented)
/content/drive/MyDrive/data/PKG - AML-Cytomorphology_LMU/NGS/NGS_5716.tiff,Neutrophil (segmented)
/content/drive/MyDrive/data/PKG - AML-Cytomorphology_LMU/NGS/NGS_5711.tiff,Neutrophil (segmented)
/content/drive/MyDrive/data/PKG - AML-Cytomorphology_LMU/NGS/NGS_5703.tiff,Neutrophil (segmented)
/content/drive/MyDrive/data/PKG - AML-Cytomorphology_LMU/NGS/NGS_5714.tiff,Neutrophil (segmented)
/content/drive/MyDrive/data/PKG - AML-Cytomorphology_LMU/NGS/NGS_5744.tiff,Neutrophil (segmented)
/content/drive/MyDrive/data/PKG - AML-Cytomorphology_LMU/NGS/NGS_5735.tiff,Neutrophil (segmented)
/content/drive/MyDrive/data/PKG - AML-Cytomorphology_LMU/NGS/NGS_5740.tiff,Neutrophil (segmented)
/content/drive/MyDrive/data/PKG - AML-Cytomorphology_LMU/NGS/NGS_5738.tiff,Neutrophil (segmented)
/content/drive/MyDrive/data/PKG - AML-Cytomorphology_LMU/NGS/NGS_5727.tiff,Neutrophil (segmented)
/content/drive/MyDrive/data/PKG - AML-Cytomorphology_LMU/NGS/NGS_5726.tiff,Neutrophil (segmented)
/content/drive/MyDrive/data/PKG - AML-Cytomorphology_LMU/NGS/NGS_5743.tiff,Neutrophil (segmented)
/content/drive/MyDrive/data/PKG - AML-Cytomorphology_LMU/NGS/NGS_5745.tiff,Neutrophil (segmented)
/content/drive/MyDrive/data/PKG - AML-Cytomorphology_LMU/NGS/NGS_5737.tiff,Neutrophil (segmented)
/content/drive/MyDrive/data/PKG - AML-Cytomorphology_LMU/NGS/NGS_5734.tiff,Neutrophil (segmented)
/content/drive/MyDrive/data/PKG - AML-Cytomorphology_LMU/NGS/NGS_5741.tiff,Neutrophil (segmented)
/content/drive/MyDrive/data/PKG - AML-Cytomorphology_LMU/NGS/NGS_5739.tiff,Neutrophil (segmented)
/content/drive/MyDrive/data/PKG - AML-Cytomorphology_LMU/NGS/NGS_5736.tiff,Neutrophil (segmented)
/content/drive/MyDrive/data/PKG - AML-Cytomorphology_LMU/NGS/NGS_5742.tiff,Neutrophil (segmented)
/content/drive/MyDrive/data/PKG - AML-Cytomorphology_LMU/NGS/NGS_5728.tiff,Neutrophil (segmented)
/content/drive/MyDrive/data/PKG - AML-Cytomorphology_LMU/NGS/NGS_5755.tiff,Neutrophil (segmented)
/content/drive/MyDrive/data/PKG - AML-Cytomorphology_LMU/NGS/NGS_5757.tiff,Neutrophil (segmented)
/content/drive/MyDrive/data/PKG - AML-Cytomorphology_LMU/NGS/NGS_5763.tiff,Neutrophil (segmented)
/content/drive/MyDrive/data/PKG - AML-Cytomorphology_LMU/NGS/NGS_5758.tiff,Neutrophil (segmented)
/content/drive/MyDrive/data/PKG - AML-Cytomorphology_LMU/NGS/NGS_5765.tiff,Neutrophil (segmented)
/content/drive/MyDrive/data/PKG - AML-Cytomorphology_LMU/NGS/NGS_5748.tiff,Neutrophil (segmented)
/content/drive/MyDrive/data/PKG - AML-Cytomorphology_LMU/NGS/NGS_5768.tiff,Neutrophil (segmented)
/content/drive/MyDrive/data/PKG - AML-Cytomorphology_LMU/NGS/NGS_5749.tiff,Neutrophil (segmented)
/content/drive/MyDrive/data/PKG - AML-Cytomorphology_LMU/NGS/NGS_5751.tiff,Neutrophil (segmented)
/content/drive/MyDrive/data/PKG - AML-Cytomorphology_LMU/NGS/NGS_5747.tiff,Neutrophil (segmented)
/content/drive/MyDrive/data/PKG - AML-Cytomorphology_LMU/NGS/NGS_5746.tiff,Neutrophil (segmented)
/content/drive/MyDrive/data/PKG - AML-Cytomorphology_LMU/NGS/NGS_5777.tiff,Neutrophil (segmented)
/content/drive/MyDrive/data/PKG - AML-Cytomorphology_LMU/NGS/NGS_5756.tiff,Neutrophil (segmented)
/content/drive/MyDrive/data/PKG - AML-Cytomorphology_LMU/NGS/NGS_5759.tiff,Neutrophil (segmented)
/content/drive/MyDrive/data/PKG - AML-Cytomorphology_LMU/NGS/NGS_5754.tiff,Neutrophil (segmented)
/content/drive/MyDrive/data/PKG - AML-Cytomorphology_LMU/NGS/NGS_5766.tiff,Neutrophil (segmented)
/content/drive/MyDrive/data/PKG - AML-Cytomorphology_LMU/NGS/NGS_5767.tiff,Neutrophil (segmented)
/content/drive/MyDrive/data/PKG - AML-Cytomorphology_LMU/NGS/NGS_5752.tiff,Neutrophil (segmented)
/content/drive/MyDrive/data/PKG - AML-Cytomorphology_LMU/NGS/NGS_5753.tiff,Neutrophil (segmented)
/content/drive/MyDrive/data/PKG - AML-Cytomorphology_LMU/NGS/NGS_5769.tiff,Neutrophil (segmented)
/content/drive/MyDrive/data/PKG - AML-Cytomorphology_LMU/NGS/NGS_5750.tiff,Neutrophil (segmented)
/content/drive/MyDrive/data/PKG - AML-Cytomorphology_LMU/NGS/NGS_5760.tiff,Neutrophil (segmented)
/content/drive/MyDrive/data/PKG - AML-Cytomorphology_LMU/NGS/NGS_5789.tiff,Neutrophil (segmented)
/content/drive/MyDrive/data/PKG - AML-Cytomorphology_LMU/NGS/NGS_5778.tiff,Neutrophil (segmented)
/content/drive/MyDrive/data/PKG - AML-Cytomorphology_LMU/NGS/NGS_5788.tiff,Neutrophil (segmented)
/content/drive/MyDrive/data/PKG - AML-Cytomorphology_LMU/NGS/NGS_5775.tiff,Neutrophil (segmented)
/content/drive/MyDrive/data/PKG - AML-Cytomorphology_LMU/NGS/NGS_5771.tiff,Neutrophil (segmented)
/content/drive/MyDrive/data/PKG - AML-Cytomorphology_LMU/NGS/NGS_5764.tiff,Neutrophil (segmented)
/content/drive/MyDrive/data/PKG - AML-Cytomorphology_LMU/NGS/NGS_5773.tiff,Neutrophil (segmented)
/content/drive/MyDrive/data/PKG - AML-Cytomorphology_LMU/NGS/NGS_5791.tiff,Neutrophil (segmented)
/content/drive/MyDrive/data/PKG - AML-Cytomorphology_LMU/NGS/NGS_5786.tiff,Neutrophil (segmented)
/content/drive/MyDrive/data/PKG - AML-Cytomorphology_LMU/NGS/NGS_5776.tiff,Neutrophil (segmented)
/content/drive/MyDrive/data/PKG - AML-Cytomorphology_LMU/NGS/NGS_5770.tiff,Neutrophil (segmented)
/content/drive/MyDrive/data/PKG - AML-Cytomorphology_LMU/NGS/NGS_5782.tiff,Neutrophil (segmented)
/content/drive/MyDrive/data/PKG - AML-Cytomorphology_LMU/NGS/NGS_5779.tiff,Neutrophil (segmented)
/content/drive/MyDrive/data/PKG - AML-Cytomorphology_LMU/NGS/NGS_5780.tiff,Neutrophil (segmented)
/content/drive/MyDrive/data/PKG - AML-Cytomorphology_LMU/NGS/NGS_5783.tiff,Neutrophil (segmented)
/content/drive/MyDrive/data/PKG - AML-Cytomorphology_LMU/NGS/NGS_5772.tiff,Neutrophil (segmented)
/content/drive/MyDrive/data/PKG - AML-Cytomorphology_LMU/NGS/NGS_5792.tiff,Neutrophil (segmented)
/content/drive/MyDrive/data/PKG - AML-Cytomorphology_LMU/NGS/NGS_5774.tiff,Neutrophil (segmented)
/content/drive/MyDrive/data/PKG - AML-Cytomorphology_LMU/NGS/NGS_5781.tiff,Neutrophil (segmented)
/content/drive/MyDrive/data/PKG - AML-Cytomorphology_LMU/NGS/NGS_5785.tiff,Neutrophil (segmented)
/content/drive/MyDrive/data/PKG - AML-Cytomorphology_LMU/NGS/NGS_5762.tiff,Neutrophil (segmented)
/content/drive/MyDrive/data/PKG - AML-Cytomorphology_LMU/NGS/NGS_5794.tiff,Neutrophil (segmented)
